genero,semana,fase,pool,local,data,time_mandante,time_visitante,placar_sets,set1,set2,set3,set4,set5,status,horario_local,fuso_horario,horario_brasilia,link
Feminino,Semana 2,Fase Preliminar,Pool 6 - Bangkok (THA),Bangkok - Indoor Stadium Huamark,21/06/2026,Bulgária,Ucrânia,-,,,,,,Próximo Jogo,13:00,ICT (UTC+7),03:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 2,Fase Preliminar,Pool 6 - Bangkok (THA),Bangkok - Indoor Stadium Huamark,21/06/2026,Canadá,Polônia,-,,,,,,Próximo Jogo,17:00,ICT (UTC+7),07:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 2,Fase Preliminar,Pool 6 - Bangkok (THA),Bangkok - Indoor Stadium Huamark,21/06/2026,Tailândia,Holanda,-,,,,,,Próximo Jogo,20:30,ICT (UTC+7),10:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,08/07/2026,França,Holanda,-,,,,,,Próximo Jogo,13:00,CEST (UTC+2),08:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,08/07/2026,Rep. Tcheca,Alemanha,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,08/07/2026,Sérvia,Bulgária,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,09/07/2026,Rep. Tcheca,Holanda,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,09/07/2026,Sérvia,França,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,10/07/2026,Bulgária,Rep. Tcheca,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,10/07/2026,Alemanha,Holanda,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,11/07/2026,Bulgária,França,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,11/07/2026,Sérvia,Alemanha,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,12/07/2026,França,Rep. Tcheca,-,,,,,,Próximo Jogo,13:00,CEST (UTC+2),08:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,12/07/2026,Bulgária,Alemanha,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,12/07/2026,Sérvia,Holanda,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,08/07/2026,Bélgica,Rep. Dominicana,-,,,,,,Próximo Jogo,11:30,HKT (UTC+8),00:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,08/07/2026,Ucrânia,Itália,-,,,,,,Próximo Jogo,17:00,HKT (UTC+8),06:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,08/07/2026,China,Canadá,-,,,,,,Próximo Jogo,20:30,HKT (UTC+8),09:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,09/07/2026,Bélgica,Canadá,-,,,,,,Próximo Jogo,17:00,HKT (UTC+8),06:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,09/07/2026,China,Ucrânia,-,,,,,,Próximo Jogo,20:30,HKT (UTC+8),09:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,10/07/2026,Ucrânia,Rep. Dominicana,-,,,,,,Próximo Jogo,17:00,HKT (UTC+8),06:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,10/07/2026,Bélgica,Itália,-,,,,,,Próximo Jogo,20:30,HKT (UTC+8),09:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,11/07/2026,Canadá,Itália,-,,,,,,Próximo Jogo,16:30,HKT (UTC+8),05:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,11/07/2026,China,Rep. Dominicana,-,,,,,,Próximo Jogo,20:00,HKT (UTC+8),09:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,12/07/2026,Bélgica,Ucrânia,-,,,,,,Próximo Jogo,11:00,HKT (UTC+8),00:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,12/07/2026,Canadá,Rep. Dominicana,-,,,,,,Próximo Jogo,16:30,HKT (UTC+8),05:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 8 - Hong Kong (CHN),Hong Kong - Kai Tak Arena,12/07/2026,China,Itália,-,,,,,,Próximo Jogo,20:00,HKT (UTC+8),09:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,08/07/2026,Turquia,Polônia,-,,,,,,Próximo Jogo,12:00,JST (UTC+9),00:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,08/07/2026,Tailândia,EUA,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,08/07/2026,Japão,Brasil,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,09/07/2026,EUA,Polônia,-,,,,,,Próximo Jogo,13:00,JST (UTC+9),01:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,09/07/2026,Japão,Tailândia,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,10/07/2026,EUA,Turquia,-,,,,,,Próximo Jogo,13:00,JST (UTC+9),01:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,10/07/2026,Polônia,Brasil,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,11/07/2026,Tailândia,Brasil,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,11/07/2026,Japão,Turquia,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,12/07/2026,EUA,Brasil,-,,,,,,Próximo Jogo,12:00,JST (UTC+9),00:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,12/07/2026,Tailândia,Turquia,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,12/07/2026,Japão,Polônia,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,22/07/2026,QF1 (1º x 8º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,22/07/2026,QF2 (2º x 7º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,23/07/2026,QF3 (3º x 6º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,23/07/2026,QF4 (4º x 5º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,25/07/2026,SF1,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,25/07/2026,SF2,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,26/07/2026,Bronze,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Feminino,Semana 4,Final (QF/SF/3º/Final),Final Round - Macau (CHN),Macau - Macau East Asian Games Dome,26/07/2026,Final (Ouro),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,10/06/2026,Turquia,EUA,1-3,20-25,25-20,20-25,23-25,,Realizado,11:00,EDT (UTC-4),12:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,10/06/2026,França,Itália,3-2,,,,,,Realizado,16:00,EDT (UTC-4),17:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,10/06/2026,Canadá,Alemanha,1-3,,,,,,Realizado,19:30,EDT (UTC-4),20:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,11/06/2026,Alemanha,Itália,1-3,,,,,,Realizado,16:00,EDT (UTC-4),17:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,11/06/2026,Canadá,França,3-1,,,,,,Realizado,19:30,EDT (UTC-4),20:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,12/06/2026,Alemanha,EUA,0-3,,,,,,Realizado,16:00,EDT (UTC-4),17:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,12/06/2026,Turquia,França,3-1,,,,,,Realizado,19:30,EDT (UTC-4),20:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,13/06/2026,Canadá,EUA,2-3,,,,,,Realizado,16:00,EDT (UTC-4),17:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,13/06/2026,Turquia,Itália,0-3,,,,,,Realizado,19:30,EDT (UTC-4),20:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,14/06/2026,Alemanha,França,3-1,,,,,,Realizado,11:00,EDT (UTC-4),12:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,14/06/2026,Canadá,Turquia,2-3,,,,,,Realizado,14:30,EDT (UTC-4),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 1 - Ottawa (CAN),Ottawa - TD Place Arena,14/06/2026,EUA,Itália,2-3,18-25,25-15,19-25,25-18,10-15,Realizado,18:00,EDT (UTC-4),19:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,10/06/2026,Bélgica,Bulgária,3-1,20-25,26-24,26-24,25-23,,Realizado,13:00,BRT (UTC-3),13:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,10/06/2026,Sérvia,Argentina,3-0,,,,,,Realizado,16:30,BRT (UTC-3),16:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,10/06/2026,Brasil,Irã,3-0,,,,,,Realizado,20:00,BRT (UTC-3),20:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,11/06/2026,Bulgária,Irã,3-0,,,,,,Realizado,16:30,BRT (UTC-3),16:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,11/06/2026,Brasil,Bélgica,3-1,,,,,,Realizado,20:00,BRT (UTC-3),20:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,12/06/2026,Bélgica,Sérvia,3-1,,,,,,Realizado,16:30,BRT (UTC-3),16:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,12/06/2026,Irã,Argentina,3-0,,,,,,Realizado,20:00,BRT (UTC-3),20:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,13/06/2026,Brasil,Sérvia,3-0,,,,,,Realizado,11:00,BRT (UTC-3),11:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,13/06/2026,Bulgária,Argentina,3-1,,,,,,Realizado,15:30,BRT (UTC-3),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,14/06/2026,Bélgica,Irã,3-2,25-23,25-22,23-25,17-25,15-12,Realizado,11:00,BRT (UTC-3),11:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,14/06/2026,Bulgária,Sérvia,1-3,,,,,,Realizado,14:30,BRT (UTC-3),14:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 2 - Brasília (BRA),Brasília - Nilson Nelson Gymnasium,14/06/2026,Brasil,Argentina,3-2,,,,,,Realizado,18:00,BRT (UTC-3),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,10/06/2026,Cuba,Polônia,0-3,16-25,20-25,21-25,,,Realizado,13:00,CST (UTC+8),02:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,10/06/2026,China,Eslovênia,2-3,17-25,25-20,25-20,23-25,10-15,Realizado,16:30,CST (UTC+8),05:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,10/06/2026,Ucrânia,Japão,0-3,,,,,,Realizado,20:00,CST (UTC+8),09:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,11/06/2026,China,Ucrânia,3-1,,,,,,Realizado,16:30,CST (UTC+8),05:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,11/06/2026,Eslovênia,Polônia,3-2,,,,,,Realizado,20:00,CST (UTC+8),09:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
Masculino,Semana 1,Fase Preliminar,Pool 3 - Linyi (CHN),Linyi - Linyi Olympic Sports Park Gymnasium,12/06/2026,Ucrânia,Cuba,3-0,25-21,25-20,25-16,,,Realizado,16:30,CST (UTC+8),05:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/news/brazil-and-japan-go-through-men-s-vnl-week-one-undefeated
